OBJECTID,PARK_NUMBER,PARK_NAME,SAP_EQUIPMENT,SAP_FUNCTIONAL_LOCATION,ITEM_TYPE,ITEM_DESCRIPTION,X,Y
1148,D0283,DEAGON SPORTSGROUND PARK,200481586,B-RE-1870-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.063242558,-27.320712435
1149,D0276,SANDGATE FORESHORES PARK,200500829,B-RE-1875-N007,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL - BASIN & FOUNTAIN,153.072044007,-27.3171646919999
1150,D0259,BIAMI YUMBA PARK,200504585,B-RE-1891-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.968916197,-27.538174286
1151,D1611,ALGOORI STREET PARK,200487173,B-RE-0513-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.078393025,-27.4629463389999
1152,D0346,ORLEIGH PARK,200488453,B-RE-1908-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.001174883,-27.4899250989999
1153,D0249,MT COOT-THA RESERVE,200482023,B-RE-1901-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.944290246,-27.467985136
1154,D0646,COORPAROO CREEK RESERVE,100136239,B-RE-1598-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.05543001,-27.4954411969999
1155,D1484,ENGLEFIELD ROAD PARK (NOS.35-47),200480592,B-RE-2207-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.974674376,-27.557124017
1156,D1484,ENGLEFIELD ROAD PARK (NOS.35-47),200507637,B-RE-2207-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.974947786,-27.556946114
1157,D0876,BOORAL STREET PARK,200554792,B-RE-2362-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.06221281,-27.596352861
1158,D0566,ELIZABETH BRUCE PLAYGROUND PARK,100083534,B-RE-1626-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.970976821,-27.583341784
1159,D0300,GRACEVILLE MEMORIAL PARK,200470398,B-RE-2022-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.978128871,-27.5184986789999
1160,D0797,TRANQUIL PARK,100125196,B-RE-2472-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.057829186,-27.6051219039999
1161,D1330,MCDOWALL RESERVE,100119107,B-RE-2299-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.98611237,-27.3751367849999
1162,D0532,ED DEVENPORT ROTARY PARK,200478973,B-RE-1425-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.1893511,-27.4689610349999
1163,D1132,BECKETT ROAD PARK,200481485,B-RE-2138-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER  2 TAP  DOG BOWL,152.993813061,-27.3730460859999
1164,D1381,AMAZONS PLACE PARK,200471964,B-RE-2280-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.947147153,-27.528903359
1165,D0160,WALTON BRIDGE RESERVE,100268982,B-RE-1738-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.954134035,-27.444434158
1166,D0178,BOWMAN PARK,200519411,B-RE-1970-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.97777936,-27.4589756199999
1167,D1226,CAMELOT PARK,200483214,B-RE-2055-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.922622807,-27.558646976
1168,D0664,YIMBUN PARK,200483726,B-RE-1613-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.075638601,-27.574026832
1169,D0276,SANDGATE FORESHORES PARK,200500830,B-RE-1875-N002,BUBBLER/DRINKING FOUNTAIN,FLIPPER SPECIAL - BASIN & FOUNTAIN,153.072774922,-27.318045222
1170,D2158,MACARANGA CRESCENT PARK,100125383,B-RE-0217-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.011668127,-27.339079284
1171,D2158,MACARANGA CRESCENT PARK,100125381,B-RE-0217-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.013943028,-27.340922237
1172,D0647,MT COOT-THA BOTANIC GARDEN,200537277,B-RE-1597-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER,152.976683295,-27.4772371559999
1173,D0188,ASHGROVE MEMORIAL PARK,100303289,B-RE-1961-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.990606797,-27.4449429639999
1174,D1934,SOUTHGATE AVENUE PARK,200566306,B-RE-0155-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & SINGLE TAP,153.090923489,-27.46580913
1175,D0597,PRESTON ROAD PARK,200484660,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.117869081,-27.491453107
1176,D0695,WEST END COMMUNITY PARK,100119448,B-RE-1546-N002,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,153.012106065,-27.479755632
1177,D1394,BARRETT STREET PARK (WATER RESERVE),200502792,B-RE-2352-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.032237723,-27.320489682
1178,D1394,BARRETT STREET PARK (WATER RESERVE),100250987,B-RE-2352-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.031441368,-27.3214616289999
1179,D0284,SANDGATE SECOND LAGOON RESERVE,200482388,B-RE-1869-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,153.062645692,-27.314308045
1180,D0284,SANDGATE SECOND LAGOON RESERVE,200482390,B-RE-1869-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.065628215,-27.315354021
1181,D1888,HERITAGE PARK,200479919,B-RE-0608-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.832074569,-27.543796234
1182,D0389,YERONGA MEMORIAL PARK,200485022,B-RE-1453-N018,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.022380969,-27.518938126
1183,D1023,ISAAC BEST PARK,200526050,B-RE-2575-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.021213977,-27.319162763
1184,D0597,PRESTON ROAD PARK,200476073,B-RE-1530-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.118209944,-27.4906205189999
1185,D0503,MANN PARK,200569300,B-RE-1519-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.033085317,-27.441136737
1186,D0121,W. J. SCOTT PARK,200550866,B-RE-1705-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.064014621,-27.5172167549999
1187,D0662,JOHN GOSS RESERVE,200552350,B-RE-1672-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.012844712,-27.3788990799999
1188,D0499,GRANGE FOREST PARK,200480913,B-RE-1436-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS DOG BOWL,153.009480351,-27.4151570609999
1189,D0300,GRACEVILLE MEMORIAL PARK,200470399,B-RE-2022-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.977773147,-27.517367989
1190,D1739,MILNE HILL RESERVE,200566763,B-RE-0392-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.001894009,-27.3791339809999
1191,D0460,ROSS PARK,200567819,B-RE-1389-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.058889958,-27.409309493
1192,D0140,PATEN PARK,200480860,B-RE-1758-N006,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.95246684,-27.4520331689999
1193,D1318,SWEETMAN STREET PARK,200479536,B-RE-2046-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.010878142,-27.4595929129999
1194,D1904,PHILLIPS PLACE PARK (WAKERLEY),200523876,B-RE-0594-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.146482669,-27.4830663999999
1195,D1904,PHILLIPS PLACE PARK (WAKERLEY),200523875,B-RE-0594-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.146224002,-27.483830461
1196,D0139,MCCONAGHY STREET PARK (NOS.171-235),200543446,B-RE-1759-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.978186471,-27.402791184
1197,D0208,TERALBA PARK,200543262,B-RE-1716-N013,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.980806203,-27.4026519019999
1198,D2127,MALAGA STREET PARK,200541841,B-RE-0296-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.987032949,-27.389753331
1199,D1351,JULATTEN PLACE PARK,200526209,B-RE-2277-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.92702423,-27.415503487
1200,D0856,SURBITON COURT PARK,200515142,B-RE-2413-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.105232802,-27.504869711
1201,D0255,CLIVEDEN PARK,200525053,B-RE-1895-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.958503225,-27.5169211159999
1202,D1359,OSPYA PARK,200525379,B-RE-2228-N001,BUBBLER/DRINKING FOUNTAIN,2 TAP 1 FOUNTAIN,152.937738881,-27.6109482369999
1203,D0389,YERONGA MEMORIAL PARK,200557794,B-RE-1453-N020,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.0224733,-27.5204291479999
1204,D1815,CARNARVON WAY PARK,200484778,B-RE-0698-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.095122639,-27.462791861
1205,D0647,MT COOT-THA BOTANIC GARDEN,200548750,B-RE-1597-N032,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.970929038,-27.4792681289999
1206,D0304,STRICKLAND TERRACE PARK,200488619,B-RE-2019-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.989844856,-27.526533398
1207,D0564,C.J.GREENFIELD COMPLEX PARK,200487196,B-RE-1628-N006,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.965126335,-27.57913984
1208,D0730,BERYL ROBERTS PARK,200483718,B-RE-1584-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.041801798,-27.566355028
1209,D0355,DUTTON PARK,200483713,B-RE-1487-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.025580249,-27.496467289
1210,D0249,MT COOT-THA RESERVE,200479250,B-RE-1901-N053,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.967348174,-27.4892671169999
1211,D0056,WHITES HILL RESERVE,200503401,B-RE-1853-N007,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.078334343,-27.509422474
1212,D0664,YIMBUN PARK,200487387,B-RE-1613-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.073443608,-27.5737932339999
1213,D1109,CHERMSIDE HILLS RESERVE,100264773,B-RE-2651-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.993099725,-27.3778853919999
1214,D0830,BORELLA ROAD PARK,200471634,B-RE-2435-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.053735803,-27.597442262
1215,D2105,GARDENS DRIVE PARK (NO 15),200563385,B-RE-0203-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.030088997,-27.605462847
1216,D0357,HANLON PARK,200564440,B-RE-1485-N003,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.04306712,-27.500907254
1217,D0357,HANLON PARK,200564437,B-RE-1485-N003,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,153.042812233,-27.5008813379999
1218,D1470,NORTHUMBRIA ROAD PARK,200517155,B-RE-2218-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.073846802,-27.357296585
1219,D0492,DOWNEY PARK,200558606,B-RE-1442-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.022480403,-27.439866165
1220,D1844,DONEGAL PLACE PARK,200508488,B-RE-0674-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.94173258,-27.4329908359999
1221,D1710,ST JOHNS AVENUE PARK (NOS.7-27),200511098,B-RE-0427-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.97432134,-27.4438922859999
1222,D0276,SANDGATE FORESHORES PARK,200500832,B-RE-1875-N029,BUBBLER/DRINKING FOUNTAIN,FLIPPER FOUNTAIN WITH BASIN & TAP,153.078487873,-27.321974982
1223,D1394,BARRETT STREET PARK (WATER RESERVE),200502734,B-RE-2352-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.032401005,-27.3214365979999
1224,D0118,MAJESTIC PARK,200478028,B-RE-1718-N005,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & TAP,153.067630553,-27.508064562
1225,D1102,TIGRIS STREET PARK,200480614,B-RE-2656-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.908423159,-27.558239032
1226,D0637,WITTONGA PARK,200480551,B-RE-1607-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.932272908,-27.4399591129999
1227,D1251,BRAMPTON STREET PARK,200487240,B-RE-2318-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.09859978,-27.572287624
1228,D0347,DAVIES PARK,200500457,B-RE-1907-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.00366931,-27.479000331
1229,D0570,C.A.O SULLIVAN PARK,200556734,B-RE-1622-N011,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.02426046,-27.58674797
1230,D1073,REGENCY PLACE PARK (NO.16),100085407,B-RE-2556-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.075108973,-27.615222106
1231,D0666,DEW STREET PARK,200527509,B-RE-1570-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.073254674,-27.590665649
1232,D0584,CORMORANT STREET PARK,200533059,B-RE-1691-N004,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,152.971154079,-27.5969137019999
1233,D1465,MAYNARD PLACE PARK,200524530,B-RE-2222-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.071706256,-27.606177155
1234,D0597,PRESTON ROAD PARK,200557955,B-RE-1530-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.11803674,-27.493289508
1235,D0767,BENDELL PARK,200554714,B-RE-2444-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.054547038,-27.592172664
1236,D1082,MATISSE STREET PARK,200544520,B-RE-2549-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.020675565,-27.3450931049999
1237,D0227,MARCHANT PARK,200544983,B-RE-1761-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.028503073,-27.376331315
1238,D0128,MITCHELTON PARK,200543560,B-RE-1699-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.979808574,-27.4159294679999
1239,D0208,TERALBA PARK,200543296,B-RE-1716-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.982354756,-27.4051635989999
1240,D0232,BRISTOL PARK,200471507,B-RE-2000-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.035806712,-27.394479668
1241,D0385,POINCIANA PARK,200507411,B-RE-1457-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.023766084,-27.5249815989999
1242,D0193,TENNIS AVENUE PARK,200511357,B-RE-1957-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.001902446,-27.443293946
1243,D1886,KOOKABURRA PARK - WEST,200507911,B-RE-0610-N008,BUBBLER/DRINKING FOUNTAIN,DISABLED DRINKING FOUNTAIN,152.839099804,-27.5435921819999
1244,D1424,BLACKBUTT PLACE PARK,200508052,B-RE-2287-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.924997076,-27.5058644709999
1245,D0095,NEW FARM PARK,200501269,B-RE-1736-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.050918263,-27.4702238839999
1246,D0517,BAYSIDE PARK,200502320,B-RE-1685-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.187340263,-27.452790176
1247,D0982,BISSET PLACE PARK,200471368,B-RE-2640-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",152.991602816,-27.3848240799999
1248,D0556,MT GRAVATT PARK,200480496,B-RE-1635-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.079212362,-27.555662527
1249,D0355,DUTTON PARK,200480897,B-RE-1487-N006,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.025960843,-27.496855522
1250,D0463,KALINGA PARK,200567388,B-RE-1387-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.052880587,-27.407204548
1251,D0463,KALINGA PARK,200567374,B-RE-1387-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.054398418,-27.408315634
1252,D1886,KOOKABURRA PARK - WEST,200480845,B-RE-0610-N003,BUBBLER/DRINKING FOUNTAIN,"DISABLED FOUNTAIN, TAP & DOG BOWL",152.839976716,-27.543697256
1253,D0378,FEHLBERG PARK,200480841,B-RE-1464-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.0187187,-27.5115210399999
1254,D0260,FIG TREE POCKET RIVERSIDE RESERVE,200508163,B-RE-1890-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.972652415,-27.542474999
1255,D0388,PEGG'S PARK,200507538,B-RE-1454-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.030933573,-27.532079788
1256,D1424,BLACKBUTT PLACE PARK,200508182,B-RE-2287-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.930462955,-27.5038140519999
1257,D0467,ANZAC PARK,200487699,B-RE-1373-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.977255155,-27.4799135009999
1258,D0228,7TH BRIGADE PARK,200520714,B-RE-2004-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.040715768,-27.3785186009999
1259,D0836,MIKADO STREET PARK,200520369,B-RE-2431-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.053513153,-27.4337757659999
1260,D1108,BOONDALL WETLANDS,200522741,B-RE-2652-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.078076143,-27.3408946599999
1261,D1824,SIR HERCULES SINNAMON PARK,200532758,B-RE-0689-N001,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,152.951063148,-27.533543019
1262,D0071,WICKHAM PARK,200541181,B-RE-1840-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.021128475,-27.464905798
1263,D0151,OXFORD GROVE PARK,200541828,B-RE-1747-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.961401823,-27.3988994059999
1264,D0702,SEDGEMOOR STREET PARK,200544232,B-RE-1539-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.005511786,-27.398783505
1265,D0104,E. E. MCCORMICK PLACE,200537957,B-RE-1729-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.015413896,-27.466329973
1266,D0243,O'CALLAGHAN PARK,200505343,B-RE-1989-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.041117158,-27.36076063
1267,D0564,C.J.GREENFIELD COMPLEX PARK,100265869,B-RE-1628-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.966799363,-27.5787055069999
1268,D0730,BERYL ROBERTS PARK,200488989,B-RE-1584-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.043594217,-27.565825032
1269,D0070,HARDGRAVE PARK,200509918,B-RE-1841-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.014838849,-27.4617907799999
1270,D0709,ANSTEAD BUSHLAND RESERVE,200518570,B-RE-1655-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.854817761,-27.5458700369999
1271,D0492,DOWNEY PARK,200558600,B-RE-1442-N008,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.022609539,-27.4393323359999
1272,D1809,BADRICK PARK,200508494,B-RE-0621-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.93890538,-27.43227661
1273,D0415,JACK COOK MEMORIAL PARK,200478094,B-RE-1515-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.992654816,-27.493907383
1274,D0119,C.B.MOTT PARK,200478046,B-RE-1717-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.058888952,-27.5156867439999
1275,D0228,7TH BRIGADE PARK,200521144,B-RE-2004-N022,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.042937118,-27.380706479
1276,D0687,WESTAWAY PARK,200562877,B-RE-1551-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.052544133,-27.5911688429999
1277,D0516,ELANORA PARK,200549895,B-RE-1686-N012,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.167551358,-27.426518901
1278,D0553,SALISBURY RECREATION RESERVE,200504405,B-RE-1638-N015,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.036626522,-27.5505144649999
1279,D0249,MT COOT-THA RESERVE,200536555,B-RE-1901-N035,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,152.959958877,-27.481987745
1280,D1019,GUM NUT NOOK,200552199,B-RE-2579-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,152.984666835,-27.3834755079999
1281,D0565,MCEWAN PARK,200532358,B-RE-1627-N001,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,152.961268209,-27.5909560119999
1282,D1437,RAINBOW LORIKEET PARK,200544038,B-RE-2238-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.032294464,-27.369288879
1283,D0249,MT COOT-THA RESERVE,200542761,B-RE-1901-N042,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.945685595,-27.47473244
1284,D1208,GLENEFER STREET PARK,200528894,B-RE-0025-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.069057477,-27.600430757
1285,D1261,BARCOORAH STREET PARK,200542374,B-RE-2063-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.90543421,-27.5484105639999
1286,D0149,HEINER PARK,200542342,B-RE-1749-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.965449677,-27.404978918
1287,D0071,WICKHAM PARK,200541193,B-RE-1840-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.021913724,-27.465355631
1288,D0471,TOOWONG MEMORIAL PARK,200474766,B-RE-1370-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.995558837,-27.47797214
1289,D0948,SOAMES STREET PARK,200541856,B-RE-0037-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.982147892,-27.3911628729999
1290,D0563,MORTIMER ROAD PARK,200556326,B-RE-1629-N010,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.016272527,-27.5770649529999
1291,D0864,MARMINDIE STREET PARK,200518749,B-RE-2495-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.948016249,-27.492812322
1292,D1016,HORIZON DRIVE PARK,200555402,B-RE-2691-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.920396815,-27.551608154
1293,D0103,GOULD ROAD PARK,100085494,B-RE-1730-N005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.020556125,-27.4425788039999
1294,D1068,EDEN ELM STREET PARK,200533744,B-RE-2586-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.054230276,-27.619811491
1295,D1398,LOTA POINT PARK (ROAD RESERVE),200538247,B-RE-2351-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.192803445,-27.4740724769999
1296,D1393,BAROONA ROAD PARK (ROAD RESERVE),200533850,B-RE-2353-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.992611728,-27.4653174439999
1297,D0230,BRADBURY PARK,200547356,B-RE-2002-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027571586,-27.394753018
1298,D0200,KOKODA PARK,200545548,B-RE-1951-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,153.028455407,-27.4214894579999
1299,D0230,BRADBURY PARK,200547412,B-RE-2002-N009,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.027950356,-27.3932246169999
1300,D1242,MING-SHAN PARK,200481243,B-RE-2077-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.057622213,-27.6314880749999
1301,D0635,MCPHERSON PARK,200477115,B-RE-1609-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.042247628,-27.32235882
1302,D1521,PHIL DENMAN PARK,200569656,B-RE-2259-N003,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,152.929692346,-27.5523019089999
1303,D3652,STRETTON WETLAND RESERVE,200566142,B-RE-0701-N001,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.058723861,-27.631231005
1304,D1229,LATHER ROAD PARK,200525255,B-RE-2052-N001,BUBBLER/DRINKING FOUNTAIN,1 TAP 1 FOUNTAIN,152.902523602,-27.553179357
1305,D0087,BOWEN PARK,200482435,B-RE-1825-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.029339201,-27.4488667049999
1306,D1470,NORTHUMBRIA ROAD PARK,200480909,B-RE-2218-N001,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.073401735,-27.356907967
1307,D0664,YIMBUN PARK,200480901,B-RE-1613-N006,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",153.073387589,-27.5738219749999
1308,D0960,KEPPEL STREET PARK,200523437,B-RE-2408-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,153.055040514,-27.34422281
1309,D0880,WINSTANLEY STREET PARK,200474353,B-RE-2364-N002,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,153.108591452,-27.510462316
1310,D0869,SUNSET PARK,200487602,B-RE-2381-N004,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,152.973261076,-27.4517767259999
